,Pixels_Areas,Length_of_Conveyer,Steel_Type_A300,Steel_Type_A400,Steel_Plate_Thickness,Empty_Index,Square_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults,X_Range,Y_Range,Defect_Area,Edge,Outside_X_Range,Log_Area,Luminosity_Sum_Range,Log_Area_Sigmoid
344,119,1364,0,1,175,0.5182,0.6842,1.0,0.3158,-0.1031,0,1,0,0,0,0,0,13,19,480,0.42458925604578185,0.1235,1.4572312901763202,286902,0.5958618745530974
345,130,1360,0,1,175,0.4222,0.36,1.0,0.64,-0.0897,0,1,0,0,0,0,0,9,25,546,0.863627638899303,0.0594,1.584778592583764,257499,0.5927071936263277
346,3883,1362,0,1,175,0.5235,0.1032,1.0,0.8968,-0.2039,0,1,0,0,0,0,0,29,281,66181,1.7060246554683207,0.6177,1.0022954946063534,19387732,1.0022954946063534
347,295,1364,0,1,175,0.5211,0.1964,1.0,0.8036,-0.1431,0,1,0,0,0,0,0,11,56,2352,0.8678885070637647,0.0891,1.3566032666751797,970740,1.2075125676675775
348,72,1387,0,1,40,0.3455,0.9091,1.0,0.0909,0.4208,0,0,1,0,0,0,0,10,11,156,0.9489089065035275,0.072,1.7834628543663775,392820,0.38754647825381383
349,66,1387,0,1,40,0.25,0.7273,1.0,0.2727,0.5237,0,0,1,0,0,0,0,8,11,99,0.8533018337270784,0.0464,1.9346311782757681,373288,0.37415766987853355
350,61,1387,0,1,40,0.4352,0.75,1.0,0.25,0.3902,0,0,1,0,0,0,0,9,12,120,0.0,0.058499999999999996,1.7336819769439817,227955,0.37274162504295605
351,75,1387,0,1,40,0.1477,0.7273,1.0,0.2727,0.46,0,0,1,0,0,0,0,8,11,88,0.8118,0.0464,1.9937493390408865,686784,0.3855911221705074
352,443,1387,0,1,40,0.5307,0.2712,1.0,0.7288,0.4058,0,0,1,0,0,0,0,16,59,3360,2.792166456690576,0.184,1.2411469788914216,11478672,1.224143265280609
353,76,1387,0,1,40,0.1556,0.9,0.0,-0.1,0.5916,0,0,1,0,0,0,0,10,9,90,0.4585,0.072,1.9710731805982176,278694,0.3851476994888917
354,150,1387,0,1,40,0.2308,0.8667,1.0,0.1333,0.4946,0,0,1,0,0,0,0,13,15,195,0.3735,0.1222,1.6610704928745985,1147880,0.5456616569093057
355,892,1387,0,1,40,0.5397,0.1863,1.0,0.8137,0.5917,0,0,1,0,0,0,0,19,102,6136,2.351357239115236,0.26030000000000003,1.1487317023186074,30530640,1.1487317023186074
356,74,1387,0,1,40,0.4518,0.6,0.0,-0.4,0.5909,0,0,1,0,0,0,0,15,9,176,1.0714902631793368,0.162,1.6656038773746997,210966,0.4112375973238134
357,136,1387,0,1,40,0.3131,0.6111,0.0,-0.3889,0.5613,0,0,1,0,0,0,0,18,11,198,0.9185,0.23399999999999999,1.6320265243973011,407700,0.5433016299718615
358,108,1387,0,1,40,0.3609,1.0,0.5,0.0,0.5799,0,0,1,0,0,0,0,13,13,272,0.6730844675136555,0.1222,1.638815494077686,371280,0.47755083497423767
359,74,1387,0,1,40,0.2292,0.6667,1.0,0.3333,0.3751,0,0,1,0,0,0,0,8,12,144,0.36118194090295486,0.0464,1.9178628547887246,325625,0.3870247240963646
360,52,1387,0,1,40,0.35,0.8,1.0,0.2,0.4976,0,0,1,0,0,0,0,8,10,80,0.7527,0.0464,1.90011969868265,289072,0.3519021681960268
361,69,1387,0,1,40,0.2159,0.7273,1.0,0.2727,0.4831,0,0,1,0,0,0,0,8,11,88,0.7599,0.0464,1.9552587379671944,537059,0.37814703992285537
362,60,1387,0,1,40,0.3878,0.5,1.0,0.5,0.4569,0,0,1,0,0,0,0,7,14,112,0.23234285714285716,0.035,1.8357989593546307,223780,0.3745029877083446
363,68,1387,0,1,40,0.1169,0.6364,1.0,0.3636,0.4504,0,0,1,0,0,0,0,7,11,88,1.0942857142857143,0.035,2.082177814599342,176736,0.3793727978200001
364,70,1387,0,1,40,0.0278,0.8889,1.0,0.1111,0.2561,0,0,1,0,0,0,0,8,9,72,0.2293,0.0464,2.141135491346324,348905,0.37962332261570325
365,504,1387,0,1,40,0.2222,0.8889,1.0,0.1111,0.08,0,0,1,0,0,0,0,24,27,648,0.4831,0.4152,1.3678748873112838,9823752,1.2438086350321504
366,140,1387,0,1,40,0.2222,0.8,1.0,0.2,0.1704,0,0,1,0,0,0,0,12,15,180,0.0058,0.10439999999999999,1.69084355232293,1174544,0.518750801852675
367,108,1387,0,1,40,0.2448,0.8461,1.0,0.1539,0.2423,0,0,1,0,0,0,0,11,13,143,0.734,0.0869,1.7529061613487793,996092,0.4504968834666363
368,96,1387,0,1,40,0.1795,0.6923,1.0,0.3077,0.1693,0,0,1,0,0,0,0,9,13,117,0.1427,0.058499999999999996,1.8650194106719304,517284,0.4201888732243859
369,81,1387,0,1,40,0.19,1.0,0.5,0.0,0.2839,0,0,1,0,0,0,0,10,10,110,0.6757232427675722,0.072,1.9084980915019087,545751,0.3933414566585434
370,85,1387,0,1,40,0.2273,0.9091,0.0,-0.0909,0.2905,0,0,1,0,0,0,0,11,10,120,0.6779753463510418,0.0869,1.8526965117183487,589722,0.40259095199639716
371,57,1387,0,1,40,0.2083,0.8889,1.0,0.1111,0.3498,0,0,1,0,0,0,0,8,9,110,1.1520716206306525,0.0464,2.037623873641001,216656,0.3612707127965495
372,75,1387,0,1,40,0.2424,0.8182,1.0,0.1818,0.3118,0,0,1,0,0,0,0,9,11,99,0.6532,0.058499999999999996,1.886978757717281,377790,0.38701934320781434
373,88,1387,0,1,40,0.2,0.9091,0.0,-0.0909,0.2907,0,0,1,0,0,0,0,11,10,110,0.659,0.0869,1.8671962097213273,712362,0.40574173637244443
374,88,1387,0,1,40,0.1852,0.75,1.0,0.25,0.3146,0,0,1,0,0,0,0,9,12,130,0.7967115636923892,0.058499999999999996,1.888279059075546,503472,0.4059799977012424
375,52,1387,0,1,40,0.2571,0.7,1.0,0.3,0.3307,0,0,1,0,0,0,0,7,10,90,0.8287477500642838,0.035,2.030526528781767,185997,0.35595130049544377
376,52,1387,0,1,40,0.2121,0.5454,1.0,0.4545,0.3223,0,0,1,0,0,0,0,6,11,99,0.9625018749062548,0.0258,2.1174245681070842,193622,0.36313831343036496
377,65,1387,0,1,40,0.0972,0.8889,1.0,0.1111,0.338,0,0,1,0,0,0,0,8,9,81,0.7186410169872877,0.0464,2.103769189887676,233772,0.37299827736708496
378,63,1387,0,1,40,0.3636,0.8182,1.0,0.1818,0.3043,0,0,1,0,0,0,0,9,11,99,0.6518,0.058499999999999996,1.810698564748922,252432,0.3713742756300039
379,101,1387,0,1,40,0.0818,0.9091,1.0,0.0909,0.2964,0,0,1,0,0,0,0,10,11,121,0.7613023869761303,0.072,1.9246188547927265,569840,0.41821967714645947
380,92,1387,0,1,40,0.303,0.9167,1.0,0.0833,0.2486,0,0,1,0,0,0,0,11,12,144,0.7613177702628995,0.0869,1.7473397601886065,691041,0.4249530296778691
381,53,1387,0,1,40,0.1719,1.0,0.5,0.0,0.3315,0,0,1,0,0,0,0,8,8,72,0.900326245921926,0.0464,2.114173433163974,207759,0.35856381426461004
382,2358,1387,0,1,40,0.4398,0.8841,1.0,0.1159,-0.2254,0,0,1,0,0,0,0,61,69,10504,2.1375264289607503,2.6839999999999997,1.027265039683332,17533350,1.027265039683332
383,2108,1387,0,1,40,0.2957,0.5616,0.0,-0.4384,-0.351,0,0,1,0,0,0,0,73,41,4880,0.8628852930805714,3.8398,1.106074821544233,19787430,1.106074821544233
384,227,1373,0,1,40,0.0992,0.7778,1.0,0.2222,-0.2698,0,0,1,0,0,0,0,14,18,252,0.6934,0.1428,1.6375891148923278,1930656,0.6828746609101006
385,231,1373,0,1,40,0.2007,1.0,0.5,0.0,-0.2682,0,0,1,0,0,0,0,17,17,289,0.7254,0.2108,1.5610271566616172,2034066,0.7460148781685868
386,194,1373,0,1,40,0.2392,0.8824,1.0,0.1177,-0.2267,0,0,1,0,0,0,0,15,17,272,0.3278933333333333,0.1635,1.5808544553571866,1075312,0.666962494715197
387,247,1373,0,1,40,0.2159,0.7143,1.0,0.2857,-0.2513,0,0,1,0,0,0,0,15,21,357,0.8072302810516774,0.1635,1.538673830741969,2035706,0.8019568005827142
388,175,1373,0,1,40,0.2915,0.6842,1.0,0.3158,-0.1685,0,0,1,0,0,0,0,13,19,247,0.3438,0.1235,1.574759001669631,1210625,0.6439189557827121
389,566,1387,0,1,40,0.3794,0.3958,1.0,0.6042,-0.3117,0,0,1,0,0,0,0,19,48,1372,0.11718575594049044,0.26030000000000003,1.280520133062453,1645611,1.2588793428136975
390,655,1687,1,0,80,0.1973,0.7059,1.0,0.2941,-0.4119,0,0,1,0,0,0,0,24,34,1155,0.08223646729574592,0.3408,1.3323068612762563,1922817,1.2903391951460543
391,152655,1336,0,1,40,0.9439,0.0083,1.0,0.9917,-0.4068,0,0,1,0,0,0,0,150,18141,189670248,1.9734062659818117,16.845,0.5593503521548943,1808260584,0.5593503521548943
392,25323,1400,0,1,40,0.4732,0.9087,0.0,-0.0913,-0.0629,0,0,1,0,0,0,0,230,209,606046,0.0,37.789,0.8036491463870911,376644916,0.8036491463870911
393,21110,1402,0,1,40,0.5273,0.9227,0.0,-0.0773,-0.0545,0,0,1,0,0,0,0,220,203,679386,0.06542710203584796,34.518,0.8000793326437362,324470395,0.8000793326437362
394,25473,1400,0,1,40,0.4583,0.9289,0.0,-0.0711,-0.061,0,0,1,0,0,0,0,225,209,573376,0.0,36.1575,0.8073713241942612,382699625,0.8073713241942612
395,24365,1404,0,1,40,0.7612,0.5367,0.0,-0.4633,-0.0588,0,0,1,0,0,0,0,436,234,737120,0.0,135.378,0.7014946691330384,355185094,0.7014946691330384
396,20894,1398,0,1,40,0.5289,0.8839,0.0,-0.1161,-0.0543,0,0,1,0,0,0,0,224,198,832328,0.0,35.8848,0.8003060414764054,316142500,0.8003060414764054
397,20726,1402,0,1,40,0.8767,0.2452,0.0,-0.7548,-0.0577,0,0,1,0,0,0,0,828,203,845837,0.0,489.0168,0.6410688629593335,294978642,0.6410688629593335
398,22554,1400,0,1,40,0.5403,0.9955,1.0,0.0045,-0.0606,0,0,1,0,0,0,0,221,222,604395,0.017250242365905243,34.895900000000005,0.7913949747531698,333588792,0.7913949747531698
399,21987,1398,0,1,40,0.5214,0.9238,0.0,-0.0762,-0.0625,0,0,1,0,0,0,0,223,206,718200,0.0,35.5685,0.7991192249315732,321885044,0.7991192249315732
400,21036,1402,0,1,40,0.7499,0.5703,0.0,-0.4297,-0.0643,0,0,1,0,0,0,0,384,219,594790,0.0,105.17759999999998,0.7147466799545511,299821809,0.7147466799545511
401,16759,1402,0,1,40,0.4854,0.962,1.0,0.038,-0.058,0,0,1,0,0,0,0,177,184,315657,0.5670488220311942,22.337400000000002,0.8296945238472259,240454256,0.8296945238472259
402,17977,1402,0,1,40,0.4907,0.9282,1.0,0.0718,-0.0681,0,0,1,0,0,0,0,181,195,408348,0.6768111988304704,23.367099999999997,0.8229380515089163,255165036,0.8229380515089163
403,19629,1400,0,1,40,0.8429,0.2594,0.0,-0.7406,-0.0717,0,0,1,0,0,0,0,694,180,420792,0.19738350979340516,344.01579999999996,0.6699062169684497,282210720,0.6699062169684497
404,17887,1400,0,1,40,0.5179,0.8829,1.0,0.1171,-0.058,0,0,1,0,0,0,0,181,205,319424,0.5043695965318651,23.403299999999998,0.8147915813239148,263113374,0.8147915813239148
405,18517,1398,0,1,40,0.6342,0.9912,1.0,0.0088,-0.0589,0,0,1,0,0,0,0,224,226,710616,0.7425689066044837,35.8848,0.7713214696165303,278813750,0.7713214696165303
406,17825,1400,0,1,40,0.5347,0.8364,1.0,0.1636,-0.0553,0,0,1,0,0,0,0,179,214,425810,0.6513991743015244,22.8941,0.8096897390059314,256507237,0.8096897390059314
407,16686,1402,0,1,40,0.7906,0.4627,0.0,-0.5373,-0.0572,0,0,1,0,0,0,0,415,192,473204,0.3474394956390107,122.83999999999999,0.7063339690701501,263775967,0.7063339690701501
408,16521,1400,0,1,40,0.8817,0.2892,0.0,-0.7108,-0.0577,0,0,1,0,0,0,0,695,201,547266,0.21822166580703525,344.998,0.6443929547959105,255053312,0.6443929547959105
409,17706,1404,0,1,40,0.5443,0.8809,1.0,0.1191,-0.0525,0,0,1,0,0,0,0,185,210,430674,0.6472580144451586,24.383,0.8068730226995465,266282808,0.8068730226995465
410,18071,1400,0,1,40,0.5019,0.9639,1.0,0.0361,-0.066,0,0,1,0,0,0,0,187,194,434676,0.6674654682485958,24.9832,0.819059431783551,261402229,0.819059431783551
411,18908,1402,0,1,40,0.4678,0.8621,1.0,0.1379,-0.0641,0,0,1,0,0,0,0,175,203,456355,0.7514172886089764,21.84,0.8262806156472617,269530240,0.8262806156472617
412,18896,1404,0,1,40,0.4386,0.9626,0.0,-0.0374,-0.0799,0,0,1,0,0,0,0,187,180,389376,0.7091419151459063,24.908400000000004,0.8346488916249557,267047040,0.8346488916249557
413,20313,1400,0,1,40,0.4373,0.9895,0.0,-0.0105,-0.0767,0,0,1,0,0,0,0,191,189,375235,0.6090469454632758,26.0524,0.8295880898126647,283269384,0.8295880898126647
414,18203,1398,0,1,40,0.5027,0.915,1.0,0.085,-0.0747,0,0,1,0,0,0,0,183,200,334080,0.5093544589464413,23.9547,0.8183398487151808,254406348,0.8183398487151808
415,17357,1400,0,1,40,0.5398,0.7936,1.0,0.2064,-0.0843,0,0,1,0,0,0,0,173,218,393030,0.5804310737578879,21.3828,0.8100598368530508,233959680,0.8100598368530508
416,18954,1400,0,1,40,0.4881,0.9444,1.0,0.0556,-0.0783,0,0,1,0,0,0,0,187,198,361018,0.5430079873842769,24.9832,0.8198527823686004,263871718,0.8198527823686004
417,14949,1400,0,1,40,0.4094,0.8079,0.0,-0.1921,-0.0935,0,0,1,0,0,0,0,177,143,337680,0.7819127828329314,22.3728,0.8616100248097288,199482220,0.8616100248097288
418,16469,1398,0,1,40,0.894,0.2062,0.0,-0.7938,-0.0801,0,0,1,0,0,0,0,868,179,527672,0.18953937617699965,538.9412,0.6369495399396418,224942908,0.6369495399396418
419,17810,1398,0,1,40,0.509,0.9538,1.0,0.0461,-0.0812,0,0,1,0,0,0,0,186,195,347928,0.5352575490499275,24.738,0.8178896304055526,245060244,0.8178896304055526
420,100,1398,0,1,40,0.5215,0.5789,0.0,-0.4211,0.0013,0,0,1,0,0,0,0,19,11,480,0.1281598553033892,0.25839999999999996,1.5019083472746724,217889,0.5247667765377705
421,354,1400,0,1,40,0.5117,0.8621,1.0,0.1379,-0.0184,0,0,1,0,0,0,0,25,29,3149,0.8813971339171957,0.4475,1.2468876968901221,622692,1.1766879195552082
422,16821,1398,0,1,40,0.365,0.8268,0.0,-0.1732,-0.0838,0,0,1,0,0,0,0,179,148,284750,0.5997482347195328,22.912,0.8642859271776226,220950576,0.8642859271776226
423,15937,1398,0,1,40,0.4025,0.8324,0.0,-0.1676,-0.0945,0,0,1,0,0,0,0,179,149,344935,0.7215964506765549,22.912,0.8583327583064854,203187270,0.8583327583064854
424,15896,1400,0,1,40,0.4924,0.9558,0.0,-0.0442,-0.092,0,0,1,0,0,0,0,181,173,354564,0.6635364955263373,23.403299999999998,0.8314905024876039,223543144,0.8314905024876039
425,128,1400,0,1,40,0.4622,0.8235,0.0,-0.1765,-0.0217,0,0,1,0,0,0,0,17,14,1026,0.25261135914826005,0.2057,1.494174495713449,224392,0.5894518385589557
426,16220,1400,0,1,40,0.476,0.9448,0.0,-0.0553,-0.0955,0,0,1,0,0,0,0,181,171,353340,0.6688142528197768,23.403299999999998,0.8350978571600433,229094894,0.8350978571600433
427,14963,1398,0,1,40,0.5,0.9771,0.0,-0.0229,-0.1017,0,0,1,0,0,0,0,175,171,364572,0.6104631185234249,21.91,0.8335629374957572,204729742,0.8335629374957572
428,15050,1400,0,1,40,0.5223,0.9832,1.0,0.0168,-0.0907,0,0,1,0,0,0,0,176,179,469047,0.8723782131729108,22.1232,0.8257743680604747,210196440,0.8257743680604747
429,13033,1398,0,1,40,0.5345,0.9143,0.0,-0.0857,-0.096,0,0,1,0,0,0,0,175,160,307020,0.611765634558838,21.91,0.8323561324004931,168906416,0.8323561324004931
430,16968,1400,0,1,40,0.409,0.9483,0.0,-0.0517,-0.09,0,0,1,0,0,0,0,174,165,267330,0.5456952236302794,21.6282,0.8512776863747366,231256467,0.8512776863747366
431,16584,1398,0,1,40,0.4957,0.9206,1.0,0.0794,-0.0879,0,0,1,0,0,0,0,174,189,408858,0.7299537841015569,21.663,0.8272742459511014,228476438,0.8272742459511014
432,14969,1400,0,1,40,0.494,0.9884,1.0,0.0116,-0.0821,0,0,1,0,0,0,0,171,173,404915,0.8405850910323535,20.8791,0.8354652518131729,202245325,0.8354652518131729
433,13601,1400,0,1,40,0.5799,0.9459,1.0,0.054,-0.0929,0,0,1,0,0,0,0,175,185,404915,0.6966007384718205,21.875,0.8128478412003343,183179660,0.8128478412003343
434,13387,1398,0,1,40,0.4841,0.867,0.0,-0.1329,-0.0977,0,0,1,0,0,0,0,173,150,324275,0.6974788140810223,21.417399999999997,0.8473520366920453,173173168,0.8473520366920453
435,16164,1400,0,1,40,0.5479,0.8762,1.0,0.1238,-0.097,0,0,1,0,0,0,0,177,202,449442,0.7364843804984968,22.3728,0.8120535176938906,220449960,0.8120535176938906
436,935,1398,0,1,40,0.4762,0.6863,1.0,0.3137,-0.0197,0,0,1,0,0,0,0,35,51,14014,0.4380114843785324,0.875,1.1267087872999848,1877200,1.1265961164212548
437,15601,1400,0,1,40,0.4844,0.9551,0.0,-0.0449,-0.081,0,0,1,0,0,0,0,178,170,447205,0.8660050742577184,22.6238,0.8354164354090049,220230240,0.8354164354090049
438,11348,1400,0,1,40,0.5432,0.7667,0.0,-0.2333,-0.1033,0,0,1,0,0,0,0,180,138,212415,0.5010838289303229,23.148,0.8401991922504946,151094640,0.8401991922504946
439,15414,1400,0,1,40,0.529,0.9358,1.0,0.0642,-0.0885,0,0,1,0,0,0,0,175,187,380488,0.647487099081103,21.875,0.8218581172123258,212219460,0.8218581172123258
440,13975,1400,0,1,40,0.5249,0.9942,0.0,-0.0058,-0.0886,0,0,1,0,0,0,0,172,171,350595,0.7316498871781576,21.1388,0.830409831180584,180964299,0.830409831180584
441,11388,1398,0,1,40,0.8268,0.409,0.0,-0.591,-0.0973,0,0,1,0,0,0,0,401,164,305025,0.25878726536621277,115.0068,0.7035829906560627,147379792,0.7035829906560627
442,13553,1400,0,1,40,0.5249,0.9314,0.0,-0.0686,-0.0962,0,0,1,0,0,0,0,175,163,300192,0.5861696789684424,21.875,0.8327345115008454,174032238,0.8327345115008454
443,15704,1396,0,1,40,0.518,0.9945,0.0,-0.0055,-0.0974,0,0,1,0,0,0,0,181,180,543632,0.884016973125884,23.475700000000003,0.8240713989443335,212285853,0.8240713989443335
444,12012,1398,0,1,40,0.5916,0.9942,0.0,-0.0058,-0.1013,0,0,1,0,0,0,0,172,171,219734,0.416796884570269,21.156,0.8172484373348878,153371142,0.8172484373348878
445,11875,1398,0,1,40,0.6009,0.9942,0.0,-0.0058,-0.0951,0,0,1,0,0,0,0,173,172,254259,0.47688019846420654,21.417399999999997,0.8144232018468734,152672841,0.8144232018468734
446,11271,1402,0,1,40,0.5981,0.9591,0.0,-0.0409,-0.1008,0,0,1,0,0,0,0,171,164,262944,0.5486222313919765,20.862,0.8193059540370977,147890490,0.8193059540370977
447,12212,1402,0,1,40,0.6021,0.8871,0.0,-0.1129,-0.1052,0,0,1,0,0,0,0,186,165,229524,0.43749684497467567,24.6822,0.8120625505545849,159444618,0.8120625505545849
448,539,1402,0,1,40,0.4192,0.9063,1.0,0.0938,-0.0083,0,0,1,0,0,0,0,29,32,5922,0.3548472226344024,0.6003,1.2410388372827255,1094656,1.222175046956028
449,677,1400,0,1,40,0.4139,0.9429,1.0,0.0571,-0.0028,0,0,1,0,0,0,0,33,35,9006,0.4343130718877804,0.7787999999999999,1.207224659131016,1728340,1.2031200952899708
450,10276,1400,0,1,40,0.5876,0.7865,0.0,-0.2135,-0.097,0,0,1,0,0,0,0,178,140,176088,0.39351373500700304,22.6238,0.8306718828173133,137785612,0.8306718828173133
451,11535,1400,0,1,40,0.6156,0.8962,0.0,-0.1038,-0.101,0,0,1,0,0,0,0,183,164,317602,0.620211091914437,23.918100000000003,0.8106547381715716,156633554,0.8106547381715716
452,794,1402,0,1,40,0.4451,0.5094,1.0,0.4906,-0.0019,0,0,1,0,0,0,0,27,53,11921,0.4632073409365985,0.5211,1.1748814003049926,2130135,1.17429395960484
453,11492,1402,0,1,40,0.5824,0.9302,0.0,-0.0698,-0.0893,0,0,1,0,0,0,0,172,160,287950,0.5817510959102479,21.104400000000002,0.8240674537893632,156730743,0.8240674537893632
454,10904,1402,0,1,40,0.529,0.8106,0.0,-0.1893,-0.096,0,0,1,0,0,0,0,169,137,206078,0.4948654152979989,20.3645,0.8481720500618218,142568484,0.8481720500618218
455,14069,1400,0,1,40,0.4831,0.9643,1.0,0.0357,-0.0882,0,0,1,0,0,0,0,162,168,305100,0.5929961438436016,18.7434,0.8436989222678277,188839890,0.8436989222678277
456,12388,1400,0,1,40,0.512,0.9102,1.0,0.0898,-0.0971,0,0,1,0,0,0,0,152,167,235994,0.5178415953239927,16.5072,0.8440066493949322,163221324,0.8440066493949322
457,12108,1402,0,1,40,0.505,0.9321,1.0,0.0679,-0.0948,0,0,1,0,0,0,0,151,162,220426,0.552500728255446,16.262700000000002,0.848083648950987,150118004,0.848083648950987
458,13946,1402,0,1,40,0.4701,0.8895,1.0,0.1105,-0.084,0,0,1,0,0,0,0,153,172,239134,0.5052190215325074,16.6923,0.8486049723582977,178234293,0.8486049723582977
459,13309,1402,0,1,40,0.4084,0.9737,1.0,0.0263,-0.09,0,0,1,0,0,0,0,148,152,155000,0.3831079702994857,15.6288,0.8709523350284688,173617024,0.8709523350284688
460,12729,1400,0,1,40,0.5488,0.8516,1.0,0.1484,-0.0899,0,0,1,0,0,0,0,155,182,256136,0.532015097971125,17.1585,0.8292026005553446,169046268,0.8292026005553446
461,14309,1402,0,1,40,0.5172,0.821,1.0,0.1789,-0.0927,0,0,1,0,0,0,0,156,190,371917,0.7341575391641673,17.3628,0.8315494171082912,182801850,0.8315494171082912
462,14346,1400,0,1,40,0.4898,0.8216,1.0,0.1784,-0.0788,0,0,1,0,0,0,0,152,185,294256,0.5829426989305042,16.5072,0.84031830360559,192837156,0.84031830360559
463,12260,1402,0,1,40,0.4892,0.9375,1.0,0.0625,-0.0924,0,0,1,0,0,0,0,150,160,249480,0.6080064155589777,16.05,0.8524202692500926,153814680,0.8524202692500926
464,13185,1400,0,1,40,0.4647,0.9503,1.0,0.0497,-0.0935,0,0,1,0,0,0,0,153,161,211640,0.47856653428044255,16.7229,0.854580311524962,169822452,0.854580311524962
465,13114,1400,0,1,40,0.4171,0.9737,0.0,-0.0263,-0.1019,0,0,1,0,0,0,0,152,148,235458,0.583199905850385,16.5072,0.869600744391922,162823500,0.869600744391922
466,10796,1402,0,1,40,0.5176,0.8633,0.0,-0.1366,-0.0988,0,0,1,0,0,0,0,161,139,207636,0.5158352611439204,18.4828,0.8528551733797708,128274964,0.8528551733797708
467,11505,1402,0,1,40,0.4953,0.9739,0.0,-0.0261,-0.1035,0,0,1,0,0,0,0,153,149,201373,0.4911058608714761,16.6923,0.8553240793006762,151822310,0.8553240793006762
468,13612,1400,0,1,40,0.4562,0.8869,1.0,0.1131,-0.0949,0,0,1,0,0,0,0,149,168,206703,0.460005989162358,15.853599999999998,0.8548139730089287,175049442,0.8548139730089287
469,12477,1400,0,1,40,0.438,0.9867,0.0,-0.0133,-0.0971,0,0,1,0,0,0,0,150,148,185360,0.48923805680988897,16.065,0.8673049786539032,151412835,0.8673049786539032
470,12718,1402,0,1,40,0.4634,0.9494,1.0,0.0506,-0.1033,0,0,1,0,0,0,0,150,158,207408,0.5364403116079383,16.05,0.8578369775210533,159108717,0.8578369775210533
471,13057,1404,0,1,40,0.4563,0.962,1.0,0.038,-0.0979,0,0,1,0,0,0,0,152,158,202882,0.5177458881221239,16.4616,0.8579722837554944,162838404,0.8579722837554944
472,13699,1402,0,1,40,0.4568,0.9042,1.0,0.0958,-0.0956,0,0,1,0,0,0,0,151,167,206624,0.47944657604661967,16.262700000000002,0.8541140321415042,164921640,0.8541140321415042
473,12509,1400,0,1,40,0.5101,0.9048,1.0,0.0952,-0.0903,0,0,1,0,0,0,0,152,168,232628,0.5073576884455799,16.5072,0.8438855865309862,166045788,0.8438855865309862
474,11089,1402,0,1,40,0.497,0.9669,0.0,-0.0331,-0.1047,0,0,1,0,0,0,0,151,146,209922,0.5571585637080817,16.262700000000002,0.8576556276343348,142321312,0.8576556276343348
475,11711,1402,0,1,40,0.5411,0.8935,1.0,0.1065,-0.1271,0,0,1,0,0,0,0,151,169,187224,0.4291753553278489,16.262700000000002,0.8380925527651111,137386620,0.8380925527651111
476,13041,1400,0,1,40,0.4382,0.9182,1.0,0.0818,-0.096,0,0,1,0,0,0,0,146,159,224840,0.567624848407357,15.2278,0.8637039815861578,156935896,0.8637039815861578
477,10913,1402,0,1,40,0.5047,0.9412,0.0,-0.0588,-0.1063,0,0,1,0,0,0,0,153,144,227606,0.6044298196536401,16.6923,0.8563114007763251,144811964,0.8563114007763251
478,12051,1402,0,1,40,0.5942,0.9167,1.0,0.0833,-0.1028,0,0,1,0,0,0,0,165,180,246090,0.48474402822287455,19.4205,0.8160157844366636,148086609,0.8160157844366636
479,11355,1402,0,1,40,0.5822,0.8389,1.0,0.1611,-0.1058,0,0,1,0,0,0,0,151,180,247932,0.5072087037013555,16.262700000000002,0.8251836980963941,142969200,0.8251836980963941
480,11388,1402,0,1,40,0.5282,0.9197,1.0,0.0803,-0.1003,0,0,1,0,0,0,0,149,162,296100,0.7178054148541059,15.838700000000001,0.8447865316652083,136384664,0.8447865316652083
481,11813,1400,0,1,40,0.5493,0.9286,1.0,0.0714,-0.0993,0,0,1,0,0,0,0,156,168,216897,0.4608668599494288,17.3784,0.834455798710984,155256942,0.834455798710984
482,13203,1402,0,1,40,0.5048,0.9012,1.0,0.0988,-0.1031,0,0,1,0,0,0,0,155,172,228000,0.4755281334331942,17.143,0.8415746237608271,160666532,0.8415746237608271
483,11809,1400,0,1,40,0.5084,0.9745,1.0,0.0255,-0.0952,0,0,1,0,0,0,0,153,157,248400,0.5759368020514517,16.7229,0.848837664274148,143597580,0.848837664274148
484,11211,1402,0,1,40,0.5391,0.9623,1.0,0.0377,-0.0986,0,0,1,0,0,0,0,153,159,247293,0.5653536632883734,16.6923,0.842017788840078,137117148,0.842017788840078
485,10880,1400,0,1,40,0.5676,0.8706,1.0,0.1294,-0.1059,0,0,1,0,0,0,0,148,170,265441,0.6182765067588384,15.643600000000001,0.8338983208271722,134472312,0.8338983208271722
486,13037,1402,0,1,40,0.5647,0.8125,1.0,0.1875,-0.0976,0,0,1,0,0,0,0,156,192,241101,0.4475805854354057,17.3628,0.8218062666294476,162629964,0.8218062666294476
487,12489,1402,0,1,40,0.5581,0.8722,1.0,0.1278,-0.0997,0,0,1,0,0,0,0,157,180,323400,0.6042069280563487,17.584,0.8271723197340677,158314310,0.8271723197340677
488,12515,1400,0,1,40,0.4717,0.9371,1.0,0.0629,-0.0933,0,0,1,0,0,0,0,149,159,248522,0.6147777463045143,15.853599999999998,0.85646498793955,151055424,0.85646498793955
489,11510,1402,0,1,40,0.495,0.961,0.0,-0.039,-0.0966,0,0,1,0,0,0,0,154,148,299871,0.7315452577841811,16.9092,0.8554128305289551,134424637,0.8554128305289551
